type_group_key,type_set_label,n_types,primary_type,incident_count
10761,18|22|23|29|35|48|55|102,8,23,1
10762,18|22|23|29|35|52,6,23,1
10763,18|22|23|29|35|52|55|62,8,23,1
10764,18|22|23|29|55|62,6,23,1
10765,18|22|23|30|34|35|41|52|55|102,10,30,1
10766,18|22|23|30|34|35|43|55|63|72|102,11,30,1
10767,18|22|23|30|34|35|52|55|102,9,30,1
10768,18|22|23|30|34|55|102,7,30,1
10769,18|22|23|30|35|52|55|102,8,30,1
10770,18|22|23|31|34|35|48|55|77|97|102,11,31,1
10771,18|22|23|31|34|35|52|55|63|72|102,11,31,1
10772,18|22|23|31|34|35|52|55|102,9,31,1
10773,18|22|23|31|35|37|38|41|43|55|102,11,31,1
10774,18|22|23|31|35|48|55|62|63|72,10,31,1
10775,18|22|23|31|55|62,6,31,1
10776,18|22|23|31|55|80|81|102,8,31,1
10777,18|22|23|32|34|35|52|55|63|72|102,11,32,1
10778,18|22|23|34|35|37|41|55|102,9,23,1
10779,18|22|23|34|35|37|42|48|49|52|55|62,12,23,1
10780,18|22|23|34|35|38|42|49|63|72|77|97,12,38,1
10781,18|22|23|34|35|41|42|48|55|58|63|72,12,23,1
10782,18|22|23|34|35|41|42|55|63|72|102,11,23,1
10783,18|22|23|34|35|41|42|55|102,9,23,1
10784,18|22|23|34|35|41|48|52|55|102,10,23,1
10785,18|22|23|34|35|41|48|55|102,9,23,1
10786,18|22|23|34|35|41|55|102,8,23,1
10787,18|22|23|34|35|42|48|52|55|102,10,23,1
10788,18|22|23|34|35|42|49|55|62|63|72|80|83,13,23,1
10789,18|22|23|34|35|42|52|55|58,9,23,1
10790,18|22|23|34|35|42|52|55|102,9,23,1
10791,18|22|23|34|35|42|55|63|72|102,10,23,1
10792,18|22|23|34|35|43|52|55|102,9,23,1
10793,18|22|23|34|35|45|48|52|55|63|72|102,12,45,1
10794,18|22|23|34|35|47|52|55|63|72|102,11,47,1
10795,18|22|23|34|35|48|49|55|102,9,23,1
10796,18|22|23|34|35|48|52|55|58,9,23,1
10797,18|22|23|34|35|48|55|63|69|72|102,11,69,1
10798,18|22|23|34|35|48|55|63|72|102,10,23,1
10799,18|22|23|34|35|52|55|58,8,23,1
10800,18|22|23|34|35|55|77|97|101|102,10,23,1
10801,18|22|23|34|35|55|101|102,8,23,1
10802,18|22|23|34|55|62,6,23,1
10803,18|22|23|34|55|62|77|97,8,23,1
10804,18|22|23|34|55|77|97|102,8,23,1
10805,18|22|23|34|80|81,6,23,1
10806,18|22|23|35|37|41|43|48|55|62,10,23,1
10807,18|22|23|35|37|41|48|52|55|102,10,23,1
10808,18|22|23|35|37|42|48|55|62|63|72|77|97,13,23,1
10809,18|22|23|35|37|43|48|52,8,23,1
10810,18|22|23|35|37|52|55|62|74|97|120,11,23,1
10811,18|22|23|35|37|52|55|62|80|83,10,23,1
10812,18|22|23|35|39|52|55|102,8,39,1
10813,18|22|23|35|41|42|55|63|72|102,10,23,1
10814,18|22|23|35|41|42|55|102,8,23,1
10815,18|22|23|35|41|43|48|52,8,23,1
10816,18|22|23|35|41|43|48|55|58|63|72,11,23,1
10817,18|22|23|35|41|48|52|55|102,9,23,1
10818,18|22|23|35|41|48|63|72|77|97,10,23,1
10819,18|22|23|35|41|52|55|102,8,23,1
10820,18|22|23|35|41|63|69|72,8,69,1
10821,18|22|23|35|42,5,23,1
10822,18|22|23|35|42|48|55|63|72|102,10,23,1
10823,18|22|23|35|42|48|63|72,8,23,1
10824,18|22|23|35|42|48|77|97,8,23,1
10825,18|22|23|35|42|52|55|102,8,23,1
10826,18|22|23|35|43|48,6,23,1
10827,18|22|23|35|43|48|52|55|62,9,23,1
10828,18|22|23|35|43|48|52|55|63|72|102,11,23,1
10829,18|22|23|35|43|55|102,7,23,1
10830,18|22|23|35|44|48|50|55|102,9,44,1
10831,18|22|23|35|44|48|52|63|72,9,44,1
10832,18|22|23|35|47|48|55|102,8,47,1
10833,18|22|23|35|48|52|55|58|63|72|77|97,12,23,1
10834,18|22|23|35|48|52|55|95|96|102,10,23,1
10835,18|22|23|35|48|55|62,7,23,1
10836,18|22|23|35|48|55|62|77|97,9,23,1
10837,18|22|23|35|49|52,6,23,1
10838,18|22|23|35|49|52|55|102,8,23,1
10839,18|22|23|35|52|55|58,7,23,1
10840,18|22|23|35|52|55|62,7,23,1
10841,18|22|23|35|52|55|63|72|102,9,23,1
10842,18|22|23|35|52|55|77|97|102,9,23,1
10843,18|22|23|55|62|63|72,7,23,1
10844,18|22|23|55|77|97|102,7,23,1
10845,18|22|23|63|72,5,23,1
10846,18|22|23|95|96,5,23,1
10847,18|22|24|25|29|35|41|42|52|55|102,11,24,1
10848,18|22|24|29|34|35|37|48|55|102,10,24,1
10849,18|22|24|29|34|35|48|55|62,9,24,1
10850,18|22|24|29|55|102,6,24,1
10851,18|22|24|30|34|35|41|48|55|63|72|102,12,30,1
10852,18|22|24|30|34|35|48|52|55|80|81|102,12,30,1
10853,18|22|24|34|35|41|42|48|52|55|63|72|102,13,24,1
10854,18|22|24|34|35|41|42|50|55|63|72|102,12,50,1
10855,18|22|24|34|35|41|55|102,8,24,1
10856,18|22|24|34|35|42|43|48|52|55|63|72|102,13,24,1
10857,18|22|24|34|35|48|55|63|72|102,10,24,1
10858,18|22|24|34|35|52|55|63|72|102,10,24,1
10859,18|22|24|34|35|52|55|102,8,24,1
10860,18|22|24|34|55|62|63|72,8,24,1
10861,18|22|24|35|37|43|48|55|58|63|72,11,24,1
10862,18|22|24|35|37|55|63|72|102,9,24,1
10863,18|22|24|35|41|42|43|48|55|63|72|102,12,24,1
10864,18|22|24|35|43|52|55|63|72|102,10,24,1
10865,18|22|24|35|48,5,24,1
10866,18|22|24|35|48|52|55|102,8,24,1
10867,18|22|24|35|48|55|102,7,24,1
10868,18|22|24|35|52|55|63|72|102,9,24,1
10869,18|22|24|35|55|101|102,7,24,1
10870,18|22|24|55|63|72|102,7,24,1
10871,18|22|24|63|72,5,24,1
10872,18|22|25|26|35|43|52|55|102,9,26,1
10873,18|22|25|27|31|35|52|55|102,9,31,1
10874,18|22|25|27|34|35|38|41|42|52|80|81,12,27,1
10875,18|22|25|27|34|35|41|55|63|72|102,11,27,1
10876,18|22|25|27|34|35|48|52|55|63|72|102,12,27,1
10877,18|22|25|27|35|41|52|55|63|72|102,11,27,1
10878,18|22|25|29|30|31|34|63|72|77|89|96|97,13,89,1
10879,18|22|25|29|31|35|52|55|102,9,31,1
10880,18|22|25|29|34|35|43|55|102,9,29,1
10881,18|22|25|29|34|55|62,7,29,1
10882,18|22|25|29|35|37|42|63|72|77|97,11,29,1
10883,18|22|25|29|63|72,6,29,1
10884,18|22|25|30|34|35|37|41|48|52|55|63|72|102,14,30,1
10885,18|22|25|34|35|37|41|55|62|63|72|77|97,13,25,1
10886,18|22|25|34|35|37|63|72,8,25,1
10887,18|22|25|34|35|41|48|52|55|63|72|102,12,25,1
10888,18|22|25|34|35|41|48|76|77|97|111,11,25,1
10889,18|22|25|34|35|42|55|63|72|102,10,25,1
10890,18|22|25|34|35|48|55|62,8,25,1
10891,18|22|25|34|35|55|63|72|101|102,10,25,1
10892,18|22|25|35|37|38|42|48|55|63|72|80|83|102,14,38,1
10893,18|22|25|35|37|41|42|52|63|72,10,25,1
10894,18|22|25|35|37|42|55|63|72|102,10,25,1
10895,18|22|25|35|37|55|63|72|102,9,25,1
10896,18|22|25|35|41|48|52|55|63|72|102,11,25,1
10897,18|22|25|35|41|55|63|72|102,9,25,1
10898,18|22|25|35|41|55|102,7,25,1
10899,18|22|25|35|48|52|55|63|72|102,10,25,1
10900,18|22|25|35|52,5,25,1
10901,18|22|25|35|52|55|62|63|72,9,25,1
10902,18|22|25|35|63|72|101,7,25,1
10903,18|22|25|55|63|72|77|97|102,9,25,1
10904,18|22|25|55|102,5,25,1
10905,18|22|25|77|97,5,25,1
10906,18|22|26|28,4,26,1
10907,18|22|26|29|34|35|38|41|52|55|62,11,26,1
10908,18|22|26|30|55|63|72|102,8,26,1
10909,18|22|26|31|34|35|42|52|55|63|72|77|97|102,14,26,1
10910,18|22|26|32|55|102,6,32,1
10911,18|22|26|34|35|46|55|63|72|102,10,46,1
10912,18|22|26|34|55|58,6,26,1
10913,18|22|26|35|37|52|55|63|72|102,10,26,1
10914,18|22|26|35|37|52|55|102,8,26,1
10915,18|22|26|35|41|48|55|102,8,26,1
10916,18|22|26|35|42,5,26,1
10917,18|22|26|35|43|55|102,7,26,1
10918,18|22|26|35|52|55|58|63|72,9,26,1
10919,18|22|26|35|101,5,26,1
10920,18|22|27|28|29|30|31|34|35|48|52|55|102,13,28,1
10921,18|22|27|28|34|35|52|55|102,9,28,1
10922,18|22|27|29|31|34|35|37|41|55|58|62|77|97,14,31,1
10923,18|22|27|29|31|35|41|42|48|55|58|63|72|77|97,15,31,1
10924,18|22|27|29|34|35|48|55|63|72|102,11,27,1
10925,18|22|27|29|34|35|52|55|63|72|102,11,27,1
10926,18|22|27|30|55|102,6,30,1
10927,18|22|27|31|34|35|38|42|48|52|55|63|72|102,14,31,1
10928,18|22|27|34,4,27,1
10929,18|22|27|34|35|37|41|55|80|81|102,11,27,1
10930,18|22|27|34|35|42|48|55|63|72|102,11,27,1
10931,18|22|27|34|35|48,6,27,1
10932,18|22|27|34|35|48|52|55|62|63|72,11,27,1
10933,18|22|27|35|41,5,27,1
10934,18|22|27|35|41|55|102,7,27,1
10935,18|22|27|35|42|43|48|55|63|72|80|81|102,13,27,1
10936,18|22|27|35|42|52|55|102,8,27,1
10937,18|22|27|35|43|48|77|97,8,27,1
10938,18|22|27|35|48|52|55|63|72|77|97|102,12,27,1
10939,18|22|27|35|48|55|62,7,27,1
10940,18|22|27|35|52,5,27,1
10941,18|22|27|35|52|55|102,7,27,1
10942,18|22|27|63|72,5,27,1
10943,18|22|27|80|81,5,27,1
10944,18|22|28|29|31|34|35|37|39|41|54|55|62|63|72,15,28,1
10945,18|22|28|29|34|35|55|63|72|101|102,11,28,1
10946,18|22|28|29|55|102,6,28,1
10947,18|22|28|31|34|35|48|55|63|72|102,11,28,1
10948,18|22|28|34|35|37|41|48|55|102,10,28,1
10949,18|22|28|34|35|37|41|55|102,9,28,1
10950,18|22|28|34|35|52|55|102,8,28,1
10951,18|22|28|34|55|102,6,28,1
10952,18|22|28|35|41|52|55|102,8,28,1
10953,18|22|29|30|31|34|35|48|55|102,10,30,1
10954,18|22|29|30|31|34|55|102,8,30,1
10955,18|22|29|30|34|35|42|44|48|49|55|62|77|97,14,44,1
10956,18|22|29|30|34|35|48|52|55|102,10,30,1
10957,18|22|29|30|34|35|55|80|83|101|102,11,30,1
10958,18|22|29|30|35|52|55|102,8,30,1
10959,18|22|29|33|34|35|41|55|63|70|102,11,33,1
10960,18|22|29|34|35|37|41|52|55|62,10,29,1
10961,18|22|29|34|35|37|41|55|102,9,29,1
10962,18|22|29|34|35|41,6,29,1
10963,18|22|29|34|35|41|42|48|52|55|102,11,29,1
10964,18|22|29|34|35|41|42|55|102,9,29,1
10965,18|22|29|34|35|41|52|54|55|62|63|70,12,29,1
10966,18|22|29|34|35|41|55|58,8,29,1
10967,18|22|29|34|35|42|43|48,8,29,1
10968,18|22|29|34|35|42|48|52|55|63|72|102,12,29,1
10969,18|22|29|34|35|42|52,7,29,1
10970,18|22|29|34|35|42|55|102,8,29,1
10971,18|22|29|34|35|48,6,29,1
10972,18|22|29|34|35|48|52,7,29,1
10973,18|22|29|34|35|48|52|55|102,9,29,1
10974,18|22|29|34|35|55|101|102,8,29,1
10975,18|22|29|34|35|101,6,29,1
10976,18|22|29|34|55|62,6,29,1
10977,18|22|29|34|55|63|72|102,8,29,1
10978,18|22|29|35|37,5,29,1
10979,18|22|29|35|37|38|48|55|62|77|97,11,38,1
10980,18|22|29|35|37|41|48|55|102,9,29,1
10981,18|22|29|35|37|49|52,7,29,1
10982,18|22|29|35|37|55|102,7,29,1
10983,18|22|29|35|40|52|55|102,8,40,1
10984,18|22|29|35|41,5,29,1
10985,18|22|29|35|41|48|52|55|63|72|77|97|102,13,29,1
10986,18|22|29|35|41|48|52|55|102,9,29,1
10987,18|22|29|35|41|48|55|102,8,29,1
10988,18|22|29|35|41|52|55|62|63|72,10,29,1
10989,18|22|29|35|42,5,29,1
10990,18|22|29|35|42|48,6,29,1
10991,18|22|29|35|42|52|55|102,8,29,1
10992,18|22|29|35|43|48|52|55|63|72|102,11,29,1
10993,18|22|29|35|48|50|55|102,8,50,1
10994,18|22|29|35|48|52,6,29,1
10995,18|22|29|35|48|52|55|102,8,29,1
10996,18|22|29|35|48|63|72,7,29,1
10997,18|22|29|35|52|55|102,7,29,1
10998,18|22|29|55|62|80|83,7,29,1
10999,18|22|29|55|63|72|102,7,29,1
11000,18|22|29|80|83,5,29,1
11001,18|22|30|31|34|35|41|42|43|48|52|55|63|72|80|81|102,17,30,1
11002,18|22|30|31|34|35|48|55|102,9,30,1
11003,18|22|30|31|55|102,6,30,1
11004,18|22|30|34|35|40|41|42|48|52|55|102,12,30,1
11005,18|22|30|34|35|43|48|52|55|63|72|102,12,30,1
11006,18|22|30|34|35|52|55|102,8,30,1
11007,18|22|30|35|41|48|55|102,8,30,1
11008,18|22|30|35|41|55|102,7,30,1
11009,18|22|30|35|42|55|102,7,30,1
11010,18|22|30|35|43|48|52|55|102,9,30,1
11011,18|22|30|35|45,5,45,1
11012,18|22|30|35|48,5,30,1
11013,18|22|30|35|48|52,6,30,1
11014,18|22|30|35|48|52|55|77|97|102,10,30,1
11015,18|22|30|35|52,5,30,1
11016,18|22|30|35|55|63|72|101|102,9,30,1
11017,18|22|30|35|55|101|102,7,30,1
11018,18|22|30|77|97,5,30,1
11019,18|22|31|34|35|39|52|55|62|63|72,11,39,1
11020,18|22|31|34|35|41|48|52|55|63|72|80|81|102,14,31,1
11021,18|22|31|34|35|42|52|55|63|72|102,11,31,1
11022,18|22|31|34|35|48|55|58,8,31,1
11023,18|22|31|35|41|55|62,7,31,1
11024,18|22|31|35|48|55|102,7,31,1
11025,18|22|31|35|48|77|97,7,31,1
11026,18|22|31|35|52,5,31,1
11027,18|22|31|55|63|72|102,7,31,1
11028,18|22|31|55|102,5,31,1
11029,18|22|32,3,32,1
11030,18|22|32|33|35|55|101|102,8,33,1
11031,18|22|33|34,4,33,1
11032,18|22|33|34|35|49|52|55|102,9,33,1
11033,18|22|33|35|41|52|55|58|62,9,33,1
11034,18|22|33|55|102,5,33,1
11035,18|22|34|35|37|38|41|42|52|55|63|72|102,13,38,1
11036,18|22|34|35|37|40|41|42|48|52|55|63|72|102,14,40,1
11037,18|22|34|35|37|41|42|48|55|102,10,22,1
11038,18|22|34|35|37|41|42|52|55|102,10,22,1
11039,18|22|34|35|37|41|42|55|102,9,22,1
11040,18|22|34|35|37|41|48|52|55|102,10,22,1
11041,18|22|34|35|37|41|48|52|63|72|77|97,12,22,1
11042,18|22|34|35|37|41|49|55|102,9,49,1
11043,18|22|34|35|37|41|55|62|63|72,10,22,1
11044,18|22|34|35|37|42|52|55|58,9,22,1
11045,18|22|34|35|37|42|52|55|63|72|102,11,22,1
11046,18|22|34|35|37|43|55|77|97|102,10,22,1
11047,18|22|34|35|37|48|50|52|55|62,10,50,1
11048,18|22|34|35|37|48|52|55|63|70|102,11,22,1
11049,18|22|34|35|37|52|55|62,8,22,1
11050,18|22|34|35|37|52|55|102,8,22,1
11051,18|22|34|35|38,5,38,1
11052,18|22|34|35|38|40|49|55|102,9,40,1
11053,18|22|34|35|38|42|52|55|63|72|102,11,38,1
11054,18|22|34|35|38|55|63|72|102,9,38,1
11055,18|22|34|35|39|48|55|102,8,39,1
11056,18|22|34|35|39|52,6,39,1
11057,18|22|34|35|40|41|49|50|52,9,50,1
11058,18|22|34|35|40|42|48|52|63|72|77|97,12,40,1
11059,18|22|34|35|40|42|77|97,8,40,1
11060,18|22|34|35|41|42|48|52|55|77|97|102,12,22,1
11061,18|22|34|35|41|42|48|55|63|72|102,11,22,1
11062,18|22|34|35|41|42|52|55|63|72|102,11,22,1
11063,18|22|34|35|41|42|55|102,8,22,1
11064,18|22|34|35|41|43|55|63|72|102,10,22,1
11065,18|22|34|35|41|44|48|52|55|102,10,44,1
11066,18|22|34|35|41|48|49|52|55|62,10,49,1
11067,18|22|34|35|41|48|52|55|77|97|102,11,22,1
11068,18|22|34|35|41|48|52|55|95|96|102,11,95,1
11069,18|22|34|35|41|48|52|55|102,9,22,1
11070,18|22|34|35|41|48|52|77|97,9,22,1
11071,18|22|34|35|41|48|55|63|72|102,10,22,1
11072,18|22|34|35|41|55|63|72|102,9,22,1
11073,18|22|34|35|42|43|49|55|62,9,49,1
11074,18|22|34|35|42|48,6,22,1
11075,18|22|34|35|42|48|49|52|63|72,10,49,1
11076,18|22|34|35|42|48|52|63|72,9,22,1
11077,18|22|34|35|42|48|55|63|72|102,10,22,1
11078,18|22|34|35|42|49|52|55|58|74|77|97|120|122,14,49,1
11079,18|22|34|35|42|52|63|72,8,22,1
11080,18|22|34|35|42|55|62|63|72,9,22,1
11081,18|22|34|35|43|48|52|77|97,9,22,1
11082,18|22|34|35|44|47|48|50|55|102,10,44,1
11083,18|22|34|35|48|52|55|62,8,22,1
11084,18|22|34|35|48|52|55|62|63|72,10,22,1
11085,18|22|34|35|48|52|77|97,8,22,1
11086,18|22|34|35|48|54,6,22,1
11087,18|22|34|35|48|54|55|62,8,22,1
11088,18|22|34|35|48|55|62,7,22,1
11089,18|22|34|35|48|55|63|72|102,9,22,1
11090,18|22|34|35|48|63|72,7,22,1
11091,18|22|34|35|49|52,6,49,1
11092,18|22|34|35|49|52|55|63|69|102,10,69,1
11093,18|22|34|35|49|52|55|102,8,49,1
11094,18|22|34|35|49|55|102,7,49,1
11095,18|22|34|35|50,5,50,1
11096,18|22|34|35|50|52|55|102,8,50,1
11097,18|22|34|35|50|52|63|70,8,50,1
11098,18|22|34|35|50|54|55|102,8,50,1
11099,18|22|34|35|52|54|55|58|62,9,22,1
11100,18|22|34|35|52|55|58,7,22,1
11101,18|22|34|35|52|55|62,7,22,1
11102,18|22|34|35|52|55|63|70|102,9,22,1
11103,18|22|34|35|52|55|77|97|102,9,22,1
11104,18|22|34|35|52|80|83,7,22,1
11105,18|22|34|35|55|58|101,7,22,1
11106,18|22|34|35|55|63|72|101|102,9,22,1
11107,18|22|34|55|62|63|72,7,22,1
11108,18|22|34|55|63|70|102,7,22,1
11109,18|22|34|55|77|97|102,7,22,1
11110,18|22|35|36|45,5,36,1
11111,18|22|35|36|48,5,36,1
11112,18|22|35|36|52|55|102,7,36,1
11113,18|22|35|36|55|102,6,36,1
11114,18|22|35|37|38,5,38,1
11115,18|22|35|37|39|40|41|52|55|62,10,39,1
11116,18|22|35|37|40|41|55|102,8,40,1
11117,18|22|35|37|41|42|48|52,8,22,1
11118,18|22|35|37|41|42|52|55|62|63|72,11,22,1
11119,18|22|35|37|41|43|52|55|62,9,22,1
11120,18|22|35|37|41|48|52|55|62,9,22,1
11121,18|22|35|37|41|48|55|63|72|102,10,22,1
11122,18|22|35|37|41|49|52|55|102,9,49,1
11123,18|22|35|37|41|49|55|102,8,49,1
11124,18|22|35|37|41|52|55|63|72|80|83|102,12,22,1
11125,18|22|35|37|41|52|55|63|72|102,10,22,1
11126,18|22|35|37|41|52|55|102,8,22,1
11127,18|22|35|37|41|55|62,7,22,1
11128,18|22|35|37|41|55|77|97|102,9,22,1
11129,18|22|35|37|41|55|79|80|83|102,10,22,1
11130,18|22|35|37|41|55|95|96|102,9,95,1
11131,18|22|35|37|42|55|102,7,22,1
11132,18|22|35|37|43|48|52|54|77|97,10,22,1
11133,18|22|35|37|43|48|52|63|72,9,22,1
11134,18|22|35|37|43|52|55|58|62,9,22,1
11135,18|22|35|37|46|48|52,7,46,1
11136,18|22|35|37|48|52|55|62|77|97,10,22,1
11137,18|22|35|37|48|52|55|102,8,22,1
11138,18|22|35|37|48|55|62|63|70,9,22,1
11139,18|22|35|37|48|55|62|79,8,22,1
11140,18|22|35|37|48|55|62|80|83,9,22,1
11141,18|22|35|37|48|63|72,7,22,1
11142,18|22|35|37|49|55|63|72|102,9,49,1
11143,18|22|35|37|52|55|62|80|83,9,22,1
11144,18|22|35|37|52|55|63|72|102,9,22,1
11145,18|22|35|37|52|55|102,7,22,1
11146,18|22|35|37|63|72,6,22,1
11147,18|22|35|37|77|97,6,22,1
11148,18|22|35|37|80|83,6,22,1
11149,18|22|35|38|42|48|52|55|63|72|102,11,38,1
11150,18|22|35|38|42|55|102,7,38,1
11151,18|22|35|38|48,5,38,1
11152,18|22|35|38|48|52|55|62|63|72|77|97,12,38,1
11153,18|22|35|38|48|55|63|72|102,9,38,1
11154,18|22|35|38|55|62,6,38,1
11155,18|22|35|38|55|62|63|72,8,38,1
11156,18|22|35|39|48|55|63|72|102,9,39,1
11157,18|22|35|40|41|42|48|55|102,9,40,1
11158,18|22|35|40|42,5,40,1
11159,18|22|35|40|42|55|62|77|80|81|97,11,40,1
11160,18|22|35|40|55|102,6,40,1
11161,18|22|35|40|63|72,6,40,1
11162,18|22|35|41|42|43|48|49|55|102,10,49,1
11163,18|22|35|41|42|48,6,22,1
11164,18|22|35|41|42|48|55|77|97|102,10,22,1
11165,18|22|35|41|42|52|55|102,8,22,1
11166,18|22|35|41|42|55|102,7,22,1
11167,18|22|35|41|43|48|52|55|102,9,22,1
11168,18|22|35|41|43|48|55|63|72|102,10,22,1
11169,18|22|35|41|43|48|55|102,8,22,1
11170,18|22|35|41|43|52|55|102,8,22,1
11171,18|22|35|41|43|55|102,7,22,1
11172,18|22|35|41|48|52,6,22,1
11173,18|22|35|41|48|52|55|62|80|83,10,22,1
11174,18|22|35|41|48|52|55|63|72|102,10,22,1
11175,18|22|35|41|48|55|62,7,22,1
11176,18|22|35|41|48|55|63|72|102,9,22,1
11177,18|22|35|41|52|54|55|63|72|102,10,22,1
11178,18|22|35|41|52|55|62|63|72,9,22,1
11179,18|22|35|41|52|77|97,7,22,1
11180,18|22|35|41|55|58|63|72,8,22,1
11181,18|22|35|41|55|62|63|72,8,22,1
11182,18|22|35|41|55|80|81|102,8,22,1
11183,18|22|35|41|63|72,6,22,1
11184,18|22|35|41|80|83,6,22,1
11185,18|22|35|42|43|48|52|55|58|63|72,11,22,1
11186,18|22|35|42|43|48|52|55|77|97|102,11,22,1
11187,18|22|35|42|43|48|52|55|102,9,22,1
11188,18|22|35|42|43|48|55|62,8,22,1
11189,18|22|35|42|43|55|62,7,22,1
11190,18|22|35|42|48|52,6,22,1
11191,18|22|35|42|48|52|54|55|77|97|102,11,22,1
11192,18|22|35|42|48|52|63|72,8,22,1
11193,18|22|35|42|48|55|63|72|102,9,22,1
11194,18|22|35|42|48|77|97,7,22,1
11195,18|22|35|42|49,5,49,1
11196,18|22|35|42|49|55|102,7,49,1
11197,18|22|35|42|52,5,22,1
11198,18|22|35|42|52|54,6,22,1
11199,18|22|35|42|52|55|77|97|102,9,22,1
11200,18|22|35|42|80|83,6,22,1
11201,18|22|35|42|95|96,6,95,1
11202,18|22|35|43|48|49|52|55|102,9,49,1
11203,18|22|35|43|48|52,6,22,1
11204,18|22|35|43|48|52|55|63|72|102,10,22,1
11205,18|22|35|43|48|55|77|97|102,9,22,1
11206,18|22|35|43|49|52,6,49,1
11207,18|22|35|43|49|52|55|58,8,49,1
11208,18|22|35|43|49|55|102,7,49,1
11209,18|22|35|43|52|55|58,7,22,1
11210,18|22|35|43|55|58|63|72,8,22,1
11211,18|22|35|43|55|63|72|102,8,22,1
11212,18|22|35|44|50,5,44,1
11213,18|22|35|45|52,5,45,1
11214,18|22|35|47|48|52|63|72,8,47,1
11215,18|22|35|47|48|55|102,7,47,1
11216,18|22|35|47|48|77|97,7,47,1
11217,18|22|35|47|52,5,47,1
11218,18|22|35|47|52|55|62,7,47,1
11219,18|22|35|48|49|52,6,49,1
11220,18|22|35|48|49|63|70|72,8,49,1
11221,18|22|35|48|52|54,6,22,1
11222,18|22|35|48|52|55|58|63|72,9,22,1
11223,18|22|35|48|52|55|58|63|72|77|97,11,22,1
11224,18|22|35|48|52|55|58|77|97,9,22,1
11225,18|22|35|48|52|55|62|77|97,9,22,1
11226,18|22|35|48|52|55|63|70|102,9,22,1
11227,18|22|35|48|52|55|77|97|102,9,22,1
11228,18|22|35|48|54|55|62,7,22,1
11229,18|22|35|48|54|63|70,7,22,1
11230,18|22|35|48|55|58,6,22,1
11231,18|22|35|48|55|58|63|72,8,22,1
11232,18|22|35|48|55|62|63|69,8,69,1
11233,18|22|35|48|55|62|63|72,8,22,1
11234,18|22|35|48|55|63|70|102,8,22,1
11235,18|22|35|48|55|77|97|102,8,22,1
11236,18|22|35|48|63|70,6,22,1
11237,18|22|35|48|63|72|77|97,8,22,1
11238,18|22|35|48|63|72|80|81,8,22,1
11239,18|22|35|49|52|55|62,7,49,1
11240,18|22|35|49|52|55|102,7,49,1
11241,18|22|35|50|52,5,50,1
11242,18|22|35|50|55|102,6,50,1
11243,18|22|35|52|54|55|102,7,22,1
11244,18|22|35|52|55|62|63|72|80|81,10,22,1
11245,18|22|35|52|55|63|69|102,8,69,1
11246,18|22|35|52|55|63|72|80|83|102,10,22,1
11247,18|22|35|52|63|72|80|81,8,22,1
11248,18|22|35|52|77|80|81|97,8,22,1
11249,18|22|35|55|58|77|97|101,8,22,1
11250,18|22|35|55|62|101,6,22,1
11251,18|22|54,3,22,1
11252,18|22|54|63|70,5,22,1
11253,18|22|55|62|80|81,6,22,1
11254,18|22|55|62|80|83,6,22,1
11255,18|22|55|63|70|72|102,7,22,1
11256,18|22|55|63|71|102,6,71,1
11257,18|22|55|74|97|102|120,7,22,1
11258,18|22|55|76|97|102|107,7,22,1
11259,18|22|63|69,4,69,1
11260,18|22|63|72|74|97|120,7,22,1
11261,18|22|76|77|97|107|111,7,22,1
11262,18|22|80|82,4,82,1
11263,18|23|24|25|29|35|63|72|80|81|101,11,24,1
11264,18|23|24|25|34|35|37|41|55|102,10,24,1
11265,18|23|24|25|55|63|72|102,8,24,1
11266,18|23|24|25|63|72,6,24,1
11267,18|23|24|26|35|48|55|58|63|72,10,26,1
11268,18|23|24|27|31|55|102,7,31,1
11269,18|23|24|27|35|52,6,27,1
11270,18|23|24|28|35|40|43|48|55|77|97|102,12,28,1
11271,18|23|24|29|34|35|41|42|48|55|63|72|102,13,24,1
11272,18|23|24|30|31|34|35|48|55|102,10,30,1
11273,18|23|24|30|35|48|52|55|63|72|102,11,30,1
11274,18|23|24|34,4,24,1
11275,18|23|24|34|35|37|42|48|52|55|62,11,24,1
11276,18|23|24|34|35|37|42|52|55|63|72|102,12,24,1
11277,18|23|24|34|35|38|55|63|72|102,10,38,1
11278,18|23|24|34|35|40|41|42|43|44|48|52|55|63|72|102,16,44,1
11279,18|23|24|34|35|41|42|43|48|55|63|72|80|83|102,15,24,1
11280,18|23|24|34|35|41|55|58,8,24,1
11281,18|23|24|34|35|48|52|55|77|97|102,11,24,1
11282,18|23|24|34|35|48|52|55|102,9,24,1
11283,18|23|24|34|35|52|55|63|72|102,10,24,1
11284,18|23|24|34|35|52|55|102,8,24,1
11285,18|23|24|34|63|72,6,24,1
11286,18|23|24|35|41|43|48|49|52|55|63|72|102,13,24,1
11287,18|23|24|35|41|55|102,7,24,1
11288,18|23|24|35|42,5,24,1
11289,18|23|24|35|42|43|48|55|63|72|77|97|102,13,24,1
11290,18|23|24|35|42|43|48|55|102,9,24,1
11291,18|23|24|35|42|48|49|52|55|102,10,24,1
11292,18|23|24|35|42|55|102,7,24,1
11293,18|23|24|35|42|63|72,7,24,1
11294,18|23|24|35|48|52|55|62|63|72,10,24,1
11295,18|23|24|35|48|52|63|72,8,24,1
